,Company,ReceiveOffer,RejectOffer,Deal_Yes,Deal_No,Number of Presenters,Eth1,Eth2,Eth3,Eth4,Eth5,Male1,Male2,Male3,Male4,Female1,Female2,Female3,Female4,Novelties,Health_Wellness,Food_Beverage,Business_Services,Lifestyle,Software_Tech,Education,Automotive,Fashion_Beauty,Entertainment,Fitness,Pet_Products,Travel,CleanTech,other,MalePresenter,FemalePresenter,MixedGenderPresenters,CompanyState,AmountRequested,EquityRequested,ImpliedValuationRequested,BarbaraCorcoran,MarkCuban,LoriGreiner,RobertHerjavec,DaymondJohn,KevinOLeary,KevinHarrington,Guest
329,ThePaleoDietFoods,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CO,150000,0.2,750000,0,1,1,1,1,1,0,0
330,Frameri,1,1,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,OH,150000,0.04,4285714,0,1,1,1,1,1,0,0
331,SynDaverLabs,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FL,3.00E+06,0.1,3.00E+07,1,1,1,1,0,1,0,0
332,SunscreenMist,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,MI,4.00E+05,0.15,2666667,1,1,1,1,0,1,0,0
333,YouKickAss,1,0,1,0,2,2,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,WA,1.00E+05,0.1,1.00E+06,1,1,1,1,0,1,0,0
334,SharkWheel,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,CA,1.00E+05,0.05,2.00E+06,0,1,1,0,1,1,0,1
335,thebeebo,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,2.00E+05,0.2,1.00E+06,0,1,1,1,0,1,0,1
336,SIGNALVAULT,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,2.00E+05,0.125,1600000,0,1,1,1,0,1,0,1
337,McClaryBrothersDrinkingVinegars,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1.00E+05,0.15,666667,0,1,1,1,0,1,0,1
338,Acton,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,1.00E+06,0.035,28571429,0,1,1,1,0,1,0,1
339,ODangHummus,1,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,50000,0.1,5.00E+05,1,1,1,1,0,1,0,0
340,Loliware,1,0,1,0,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,150000,0.1,1500000,1,1,1,1,0,1,0,0
341,MikkiBey,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,3.00E+05,0.2,1500000,1,1,1,1,0,1,0,0
342,Splikity,1,1,0,1,2,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,2.00E+05,0.1,2.00E+06,1,1,1,1,0,1,0,0
343,FootCardigan,1,0,1,0,2,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,250000,0.1,2500000,0,1,1,0,1,1,0,1
344,nerdwax,1,1,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,80000,0.2,4.00E+05,0,1,1,0,1,1,0,1
345,ValPark,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,3.00E+05,0.2,1500000,0,1,1,0,1,1,0,1
346,milkbrookies,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1.00E+05,0.2,5.00E+05,1,1,1,1,0,1,0,0
347,Table87,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,2.00E+05,0.1,2.00E+06,1,1,1,1,0,1,0,0
348,XCraft,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,5.00E+05,0.2,2500000,0,1,1,1,1,1,0,0
349,TheSkinnyMirror,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,2.00E+05,0.2,1.00E+06,0,1,1,1,1,1,0,0
350,StemCenterUSA,1,0,1,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,150000,0.15,1.00E+06,0,1,1,1,0,1,0,1
351,Hotshot,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,3.00E+05,0.1,3.00E+06,0,1,1,1,0,1,0,1
352,Windcatcher,1,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,2.00E+05,0.08,2500000,0,1,1,1,0,1,0,1
353,SimplyFitBoard,1,0,1,0,2,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NA,125000,0.15,833333,1,1,1,1,0,1,0,0
354,SavvyNaturals,1,0,1,0,2,4,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2.00E+05,0.1,2.00E+06,1,1,1,1,0,1,0,0
355,WinkFrozenDesserts,0,0,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,3.00E+05,0.15,2.00E+06,1,1,1,1,0,1,0,0
356,GripClean,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,85000,0.2,425000,0,1,1,1,1,1,0,0
357,unshrinkit,1,0,1,0,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,150000,0.1,1500000,0,1,1,1,1,1,0,0
358,PolarPro,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,5.00E+05,0.1,5.00E+06,0,1,1,1,1,1,0,0
359,AFreshSheet,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1.00E+05,0.2,5.00E+05,0,1,1,1,1,1,0,0
360,Umano,1,0,1,0,2,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,150000,0.15,1.00E+06,0,1,1,1,1,1,0,0
361,SockTabs,1,0,1,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,50000,0.2,250000,0,1,1,1,1,1,0,0
362,SarahOliverHandbags,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,250000,0.2,1250000,1,1,1,1,0,1,0,0
363,Trunkster,1,0,1,0,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1400000,0.05,2.80E+07,1,1,1,1,0,1,0,0
364,LeauxRacingTrikes,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,120000,0.2,6.00E+05,1,1,1,1,0,1,0,0
365,PiperWei,1,0,1,0,2,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,50000,0.1,5.00E+05,1,1,1,1,0,1,0,0
366,Lovepop,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,3.00E+05,0.1,3.00E+06,1,1,1,1,0,1,0,0
367,AbsProteinPancakes,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,120000,0.4,3.00E+05,0,1,1,1,1,1,0,0
368,HungryHarvest,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,50000,0.05,1.00E+06,1,1,1,1,0,1,0,0
369,spretz,0,0,0,1,3,1,4,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1.00E+05,0.2,5.00E+05,1,1,1,1,0,1,0,0
370,EZPZ,1,1,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1.00E+06,0.05,2.00E+07,1,1,1,1,0,1,0,0
371,Fixed,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,7.00E+05,0.05,1.40E+07,0,1,1,1,0,1,0,1
372,VillageScholarships,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,125000,0.1,1250000,0,1,1,1,0,1,0,1
373,BeardKing,1,0,1,0,2,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,1.00E+05,0.2,5.00E+05,0,1,1,1,0,1,0,1
374,2400Expert,1,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,250000,0.1,2500000,0,1,1,1,1,1,0,0
375,Shefit,1,0,1,0,2,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,250000,0.2,1250000,0,1,1,1,1,1,0,0
376,icybreeze,0,0,0,1,3,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,50000,0.05,1.00E+06,0,1,1,1,1,1,0,0
377,Co.alition,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,2.00E+05,0.2,1.00E+06,0,1,1,1,1,1,0,0
378,CombatFlipFlops,1,0,1,0,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,150000,0.1,1500000,0,1,1,1,1,1,0,0
379,R.Riveter,1,0,1,0,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,1.00E+05,0.2,5.00E+05,0,1,1,1,1,1,0,0
380,Beartek,0,0,0,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,5.00E+05,0.05,1.00E+07,0,1,1,1,1,1,0,0
381,MTAILOR,1,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,2500000,0.1,2.50E+07,1,1,0,0,1,1,0,1
382,BeeFreeHonee,1,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1.00E+05,0.1,1.00E+06,1,1,0,0,1,1,0,1
383,FloatBaby,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,150000,0.2,750000,1,1,0,0,1,1,0,1
384,Sworkit,1,0,1,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,1500000,0.08,18750000,1,1,1,1,0,1,0,0
385,CleanSleep,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1500000,0.15,1.00E+07,1,1,1,1,0,1,0,0
386,CustardStandHotDogChili,0,0,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,4.00E+05,0.1,4.00E+06,0,1,1,1,1,1,0,0
387,Insta-Fire,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,3.00E+05,0.1,3.00E+06,0,1,1,1,1,1,0,0
388,BetterBack,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,750000,0.075,1.00E+07,1,1,1,1,0,1,0,0
389,Teaspresso,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,50000,0.1,5.00E+05,1,1,1,1,0,1,0,0
390,Linka,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,250000,0.1,2500000,1,1,1,1,0,1,0,0
391,GlaceCryotherapy,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1.00E+05,0.15,666667,1,1,1,1,0,1,0,0
392,Beloved,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,175000,0.05,3500000,0,1,1,1,1,1,0,0
393,IlumiBowl,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1.00E+05,0.15,666667,0,1,1,1,1,1,0,0
394,MobCraft,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,4.00E+05,0.16,2500000,0,1,1,1,1,1,0,0
395,InnovationPet,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,250000,0.05,5.00E+06,0,1,1,1,1,1,0,0
396,Vengo,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,2.00E+06,0.125,1.60E+07,0,1,1,1,1,1,0,0
397,BeerBlizzard,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1.00E+05,0.1,1.00E+06,0,1,1,1,1,1,0,0
398,TheGoodPromise,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1.00E+05,0.2,5.00E+05,0,1,1,1,1,1,0,0
399,Coolbox,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,5.00E+05,0.1,5.00E+06,0,1,1,1,1,1,0,0
400,Trobo,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,1.00E+05,0.1,1.00E+06,0,1,1,1,1,1,0,0
401,NoPhone,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NY,25000,0.15,166667,0,1,1,1,1,1,0,0
402,Petnostics,1,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,NA,3.00E+05,0.1,3.00E+06,0,1,1,1,0,1,0,1
403,SlydeHandboards,1,0,1,0,2,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,2.00E+05,0.15,1333333,0,1,1,1,0,1,0,1
404,Frends,0,0,0,1,2,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,1.00E+06,0.076,13157895,0,1,1,1,0,1,0,1
405,JarrettRajaProductions,0,0,0,1,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NV,750000,0.4,1875000,1,1,1,1,0,1,0,0
406,KidRunner,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,5.00E+05,0.2,2500000,1,1,1,1,0,1,0,0
407,TheDripDrop,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CO,50000,0.2,250000,1,1,1,1,0,1,0,0
408,InchBug,1,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,TX,4.00E+05,0.1,4.00E+06,1,1,1,1,0,1,0,0
409,brightwheel,1,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,CA,4.00E+05,0.04,1.00E+07,1,1,0,0,1,1,0,1
410,FashionTap,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CA,1.00E+05,0.1,1.00E+06,1,1,0,0,1,1,0,1
411,MyFruityFaces,0,0,0,1,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,2.00E+05,0.1,2.00E+06,1,1,0,0,1,1,0,1
412,YourselfExpression,0,0,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,FL,50000,0.2,250000,1,1,1,1,0,1,0,0
413,dollopgourmet,1,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NY,75000,0.2,375000,1,1,1,1,0,1,0,0
414,TheSpooner,1,0,1,0,3,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,CA,4.00E+05,0.16,2500000,1,1,1,1,0,1,0,0
415,Creaproducts,1,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,HI,2.00E+05,0.1,2.00E+06,1,1,1,1,0,1,0,0
416,VPCABS,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,OH,2.00E+05,0.1,2.00E+06,0,1,1,1,1,1,0,0
417,CampNoCounselors,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NY,3.00E+05,0.075,4.00E+06,0,1,1,1,1,1,0,0
418,PMSBites,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MA,50000,0.2,250000,1,1,1,1,0,1,0,0
419,Felt,1,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CO,2.00E+05,0.06,3333333,1,1,1,1,0,1,0,0
420,Pavlok,1,1,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,MA,5.00E+05,0.031,15923567,1,1,1,1,0,1,0,0
421,PetePedro,1,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,GA,1.00E+05,0.1,1.00E+06,1,1,1,1,0,1,0,0
422,iSlide,1,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,MA,5.00E+05,0.05,1.00E+07,1,1,1,1,1,1,0,0
423,SpoonfulofComfort,0,0,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,UT,4.00E+05,0.1,4.00E+06,1,1,1,1,1,1,0,0
424,Fizzics,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NJ,5.00E+05,0.04,12500000,1,1,1,1,1,1,0,0
425,Tactibite,1,0,1,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,LA,150000,0.1,1500000,0,1,1,1,1,1,0,0
426,TheLapelProject,1,0,1,0,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,FL,150000,0.2,750000,0,1,1,1,1,1,0,0
427,GoodHangups,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,WA,1.00E+05,0.1,1.00E+06,0,1,1,1,1,1,0,0
428,NightRunner270,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FL,250000,0.1,2500000,1,1,1,1,0,1,0,0
429,TheCookieKahuna,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,HI,50000,0.2,250000,1,1,1,1,0,1,0,0
430,TekDry,1,0,1,0,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,CO,5.00E+05,0.05,1.00E+07,1,1,1,1,0,1,0,0
431,biem,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TX,5.00E+05,0.05,1.00E+07,0,1,1,1,1,1,0,0
432,AtlanticCandies,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FL,1.00E+06,0.1,1.00E+07,0,1,1,1,1,1,0,0
433,SafeGrabs,1,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,TX,75000,0.12,625000,1,1,1,1,0,1,0,0
434,ParkerMapleFarm,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NY,2.00E+05,0.2,1.00E+06,1,1,1,1,0,1,0,0
435,SiliDogs,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,FL,100000.05,0.15,666667,1,1,1,1,0,1,0,0
436,sunscreeenr,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NC,8.00E+05,0.1,8.00E+06,0,1,1,1,1,1,0,0
437,PotatoParcel,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,CA,50000,0.1,5.00E+05,0,1,1,1,1,1,0,0
438,LuluBang,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PA,150000,0.1,1500000,0,1,1,1,1,1,0,0
439,besomebody,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,MA,1.00E+06,0.1,1.00E+07,1,1,1,1,1,1,0,0
