,Company,ReceiveOffer,RejectOffer,Deal_Yes,Deal_No,Number of Presenters,Eth1,Eth2,Eth3,Eth4,Eth5,Male1,Male2,Male3,Male4,Female1,Female2,Female3,Female4,Novelties,Health_Wellness,Food_Beverage,Business_Services,Lifestyle,Software_Tech,Education,Automotive,Fashion_Beauty,Entertainment,Fitness,Pet_Products,Travel,CleanTech,other,MalePresenter,FemalePresenter,MixedGenderPresenters,CompanyState,AmountRequested,EquityRequested,ImpliedValuationRequested,BarbaraCorcoran,MarkCuban,LoriGreiner,RobertHerjavec,DaymondJohn,KevinOLeary,KevinHarrington,Guest
440,StyleClub,1,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,PA,5.00E+05,0.2,2500000,1,1,1,1,1,1,0,0
441,Chilantro,1,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TX,6.00E+05,0.15,4.00E+06,1,1,1,0,0,1,0,1
442,Toor,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TX,5.00E+05,0.1,5.00E+06,1,1,1,0,0,1,0,1
443,JacksStandsMarketplaces,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,CO,50000,0.1,5.00E+05,1,1,1,0,0,1,0,1
444,MilkSnob,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,TX,125000,0.05,2500000,1,1,1,0,0,1,0,1
445,BarbellApparel,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NV,5.00E+05,0.05,1.00E+07,0,1,1,1,1,1,0,0
446,energybits,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MA,5.00E+05,0.05,1.00E+07,0,1,1,1,1,1,0,0
447,PupBox,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,CA,250000,0.1,2500000,0,1,1,1,1,1,0,0
448,Inboard,1,0,1,0,3,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,CA,750000,0.04,18750000,0,1,1,1,0,1,0,1
449,nomiku,1,0,1,0,2,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CA,250000,0.05,5.00E+06,0,1,1,1,0,1,0,1
450,Nootrobox,0,0,0,1,2,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,2.00E+06,0.05,4.00E+07,0,1,1,1,0,1,0,1
451,petplate,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,NY,1.00E+05,0.1,1.00E+06,0,1,1,1,0,1,0,1
452,Polyglide,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,AZ,150000,0.2,750000,1,1,1,1,0,1,0,0
453,PDXPetDesign,0,0,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,OR,3.00E+05,0.15,2.00E+06,0,1,1,1,1,1,0,0
454,BasicOutfitters,1,1,0,1,2,4,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NY,125000,0.1,1250000,0,1,1,1,1,1,0,0
455,NaturallyPerfectDolls,1,0,1,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,FL,2.00E+05,0.2,1.00E+06,0,1,1,1,1,1,0,0
456,VictoryCoffees,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NC,250000,0.2,1250000,0,1,1,1,1,1,0,0
457,nicepipes,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NY,1.00E+05,0.1,1.00E+06,1,1,1,1,0,1,0,0
458,MamasMilkBox,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,PA,2.00E+05,0.2,1.00E+06,1,1,1,1,0,1,0,0
459,GreaseBags,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,TX,75000,0.25,3.00E+05,1,1,1,1,0,1,0,0
460,Pinblock,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NY,1.00E+05,0.2,5.00E+05,1,1,1,1,0,1,0,0
461,PopUpPlay,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TX,250000.02,0.06,4166667,1,1,1,0,0,1,0,1
462,RinseKit,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,CA,250000,0.05,5.00E+06,0,1,1,1,1,1,0,0
463,Dbestproducts,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,350000,0.05,7.00E+06,0,1,1,1,1,1,0,0
464,FirefighterTurnoutBags,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,CA,250000.08,0.33,757576,0,1,1,1,1,1,0,0
465,Tranquilo,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,MA,1.00E+05,0.1,1.00E+06,0,1,1,1,1,1,0,0
466,HotelsByDay,0,0,0,1,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NY,750000,0.1,7500000,0,1,1,1,0,1,0,1
467,Bitsbox,0,0,0,1,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,CO,249999.99,0.03,8333333,0,1,1,1,0,1,0,1
468,OraOrganics,1,1,0,1,2,2,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,375000,0.05,7500000,0,1,1,1,1,1,0,0
469,DartDrones,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,MA,3.00E+05,0.1,3.00E+06,0,1,1,1,1,1,0,0
470,TheSleepStyler,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CA,75000,0.2,375000,1,1,1,1,0,1,0,0
471,BlentiqueWineCompany,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,250000,0.1,2500000,1,1,1,1,0,1,0,0
472,ApolloPeak,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,CO,1.00E+05,0.1,1.00E+06,0,1,1,1,1,1,0,0
473,cropsticks,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,HI,75000,0.125,6.00E+05,0,1,1,1,1,1,0,0
474,UnderTheWeather,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,OH,6.00E+05,0.1,6.00E+06,0,1,1,1,1,1,0,0
475,seedsheet,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,VT,5.00E+05,0.1,5.00E+06,0,1,1,1,1,1,0,0
476,Validated,0,0,0,1,3,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,OR,250000,0.08,3125000,1,1,1,0,0,1,0,1
477,GuardLlama,1,0,1,0,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,IL,1.00E+05,0.05,2.00E+06,1,1,1,0,0,1,0,1
478,Flag,0,0,0,1,2,4,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CA,375000,0.05,7500000,1,1,1,0,0,1,0,1
479,SeeRescueStreamer,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,HI,2.00E+05,0.2,1.00E+06,0,1,1,1,1,1,0,0
480,BootyQueenApparel,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,TX,250000,0.2,1250000,0,1,1,1,1,1,0,0
481,LocTote,1,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,OH,150000,0.05,3.00E+06,0,1,1,1,1,1,0,0
482,RumiSpice,1,0,1,0,3,2,3,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,IL,250000,0.05,5.00E+06,0,1,1,1,1,1,0,0
483,PeoplesDesign,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CO,75000,0.25,3.00E+05,0,1,1,1,1,1,0,0
484,WineDesign,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NC,5.00E+05,0.1,5.00E+06,1,1,1,1,0,1,0,0
485,LaidBrand,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,FL,30000,0.3,1.00E+05,1,1,1,1,0,1,0,0
486,BridalBuddy,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,PA,75000,0.1,750000,1,1,1,1,0,1,0,0
487,WypAviation,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,AL,5.00E+05,0.2,2500000,0,1,1,1,1,0,0,1
488,SimpleHabit,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,6.00E+05,0.05,1.20E+07,0,1,1,1,1,0,0,1
489,JacksonsHonest,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CO,1250000,0.05,2.50E+07,1,1,1,1,0,0,0,1
490,QBall,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NC,199999.95,0.15,1333333,1,1,1,1,0,0,0,1
491,trippie,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,CA,1.00E+05,0.1,1.00E+06,1,1,1,1,0,0,0,1
492,Seventy2,1,0,1,0,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,1.00E+05,0.05,2.00E+06,1,1,1,1,0,0,0,1
493,ThirdWaveWater,1,0,1,0,3,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,OH,1.00E+05,0.1,1.00E+06,1,1,1,1,0,1,0,0
494,Tanglepets,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,WA,75000,0.3,250000,1,1,1,1,0,1,0,0
495,EnsoRings,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,UT,500000.025,0.075,6666667,1,1,1,1,0,1,0,0
496,DelightedByHummus,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NV,6.00E+05,0.12,5.00E+06,1,1,1,0,0,1,0,1
497,Solemender,0,0,0,1,2,4,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MI,75000,0.1,750000,1,1,1,0,0,1,0,1
498,H3oSports,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,FL,120000,0.15,8.00E+05,0,1,1,1,1,1,0,0
499,AshAnvil,1,0,1,0,2,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,MI,1.00E+05,0.125,8.00E+05,0,1,1,1,1,1,0,0
500,Kwik-hang,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,MA,80000,0.2,4.00E+05,0,1,1,1,1,1,0,0
501,Mirmir,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,CA,350000,0.1,3500000,0,1,1,1,1,1,0,0
502,BrazynLife,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,CA,225000,0.1,2250000,0,1,1,0,1,1,0,1
503,NovelEffect,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,WA,5.00E+05,0.1,5.00E+06,0,1,1,0,1,1,0,1
504,FatherFigure,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NY,79999.95,0.15,533333,0,1,1,0,1,1,0,1
505,Qeepsake,1,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,MA,350000,0.1,3500000,1,1,1,0,0,1,0,1
506,GeoOrbital,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,MA,5.00E+05,0.05,1.00E+07,1,1,1,0,0,1,0,1
507,Pearachute,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,IL,499999.98,0.06,8333333,1,1,1,0,0,1,0,1
508,WaiveCar,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,CA,5.00E+05,0.02,2.50E+07,1,1,1,0,0,1,0,1
509,Snoofybee,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,OR,85000,0.1,850000,0,1,1,1,0,1,0,1
510,NoMo-Stach,1,0,1,0,2,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CA,1.00E+05,0.25,4.00E+05,0,1,1,1,0,1,0,1
511,SnarkyTea,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PA,150000,0.25,6.00E+05,0,1,1,1,0,1,0,1
512,BrilliantPad,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,IL,5.00E+05,0.05,1.00E+07,1,1,1,0,0,1,0,1
513,HoopMaps,0,0,0,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,CA,1.00E+05,0.05,2.00E+06,1,1,1,0,0,1,0,1
514,Glovestix,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,VA,150000,0.1,1500000,1,1,1,0,0,1,0,1
515,DNASimple,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NY,1.00E+05,0.125,8.00E+05,0,1,1,1,1,0,0,1
516,Grypmat,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,OH,2.00E+05,0.1,2.00E+06,0,1,1,1,1,0,0,1
517,Slumberkins,0,0,0,1,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Canada,175000,0.05,3500000,0,1,1,1,1,1,0,0
518,ReelyHookedFishCo.,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FL,75000,0.25,3.00E+05,0,1,1,1,1,1,0,0
519,ProntoBev,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,1.00E+05,0.05,2.00E+06,0,1,1,1,1,1,0,0
520,TheCutBuddy,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,FL,3.00E+05,0.1,3.00E+06,0,1,1,1,1,1,0,0
521,CocoTaps,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,150000,0.1,1500000,1,1,1,1,0,0,0,1
522,ChristmasTreeHugger,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NY,1.00E+05,0.2,5.00E+05,1,1,1,1,0,1,0,0
523,RokBlok,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,CA,3.00E+05,0.15,2.00E+06,1,1,1,1,0,1,0,0
524,TheOriginalComfy,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,AZ,50000,0.2,250000,1,1,1,1,0,1,0,0
525,ModernChristmasTrees,1,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CO,1.00E+05,0.1,1.00E+06,1,1,1,1,0,1,0,0
526,birddogs,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NY,250000.005,0.015,16666667,0,1,1,1,1,1,0,0
527,EllipticalStroller,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,FL,5.00E+05,0.4,1250000,0,1,1,1,1,1,0,0
528,Inirv,0,0,0,1,2,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CA,8.00E+05,0.08,1.00E+07,0,1,1,1,1,1,0,0
529,Stasher,1,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,CA,4.00E+05,0.05,8.00E+06,1,1,1,1,0,0,0,1
530,Recharj,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DC,75000,0.15,5.00E+05,1,1,1,1,0,0,0,1
531,Detrapel,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,PA,2.00E+05,0.2,1.00E+06,1,1,1,1,0,0,0,1
532,TheLongHairs,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,CA,95000,0.1,950000,0,1,1,1,1,1,0,0
533,DudeRobe,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NY,149999.94,0.18,833333,0,1,1,1,1,1,0,0
534,JoesGourmetFishFry,1,0,1,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GA,150000,0.15,1.00E+06,0,1,1,1,1,1,0,0
535,BrushHero,1,1,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,5.00E+05,0.1,5.00E+06,0,1,1,1,1,1,0,0
536,RounderBum,1,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,3.00E+05,0.2,1500000,0,1,1,1,1,1,0,0
537,GuzzleBuddy,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,4.00E+05,0.1,4.00E+06,0,1,1,1,1,1,0,0
538,TheWingman,1,1,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,WI,2.00E+05,0.125,1600000,0,1,1,0,1,1,0,1
539,Zuvaa,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GA,460000,0.1,4600000,0,1,1,0,1,1,0,1
540,BouquetBar,1,0,1,0,3,4,4,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,150000,0.1,1500000,0,1,1,0,1,1,0,1
541,TheDoughBar,1,0,1,0,2,4,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CA,3.00E+05,0.15,2.00E+06,1,1,1,1,0,0,0,1
542,ChangEd,1,0,1,0,2,2,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,IL,250000.05,0.15,1666667,1,1,1,1,0,0,0,1
543,ShowerPill,0,0,0,1,3,1,1,4,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MD,3.00E+05,0.1,3.00E+06,1,1,1,1,0,0,0,1
544,Everytable,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,1.00E+06,0.05,2.00E+07,1,1,1,1,0,0,0,1
545,Petrol,0,0,0,1,2,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NC,150000,0.2,750000,1,1,1,1,0,0,0,1
546,Sunnova,0,0,0,1,3,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NY,499999.995,0.045,11111111,1,1,1,1,0,0,0,1
547,Avocaderia,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,WA,3.00E+05,0.1,3.00E+06,1,1,1,1,0,0,0,1
548,HugosAmazingTape,1,0,1,0,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,50000,0.5,1.00E+05,1,1,1,1,0,1,0,0
549,LaceYourFace,1,0,1,0,2,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CA,350000,0.1,3500000,0,1,1,1,1,0,0,1
550,Bermies,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,FL,2.00E+05,0.2,1.00E+06,0,1,1,1,1,0,0,1
551,OAFoods,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FL,3.00E+05,0.1,3.00E+06,0,1,1,1,1,0,0,1